,Unnamed: 0,tweeet,Sentimiento,Ponderacion
9930,9930,The Nets will not win anything. Kyrie has a shitt head trying to show that the earth is flat and Harden just wants to eat ð­ and eat ð¯ââï¸,negativo,-0.075
9931,9931,"Bocatajamonehm What astronauts see from space what noses it is? I have not yet seen an image of the flat earth from space.
What there is is a lot of flat head.",negativo,-0.025
9933,9933,"diocorleone psicalex betty_couder Clear!

And the earth is flat, we never went to the moon, Lady d was killed by the mi, the coronavirus invented him in a laboratory to enrich pharmaceuticals, the Rockefeller control the world, Trump fight against Satanics ...

Something happened to me?

I wish they will use their heads for what it is .. ",negativo,-0.0333333333333333
9936,9936,"A flat part in my head, do not start bothering that I have a flat head or table head.",negativo,-0.025
9937,9937,According to me I have a back of my flat head. A part where the palm of one hand fits and blames my grandfather of child abuse.,negativo,-0.0125
9941,9941,Jason_v_ nqjdarbwsjpd ppcampos or that the earth is flat ... I don't know what happens to them by the head ...,negativo,-0.025
9942,9942,"#Lacafeteralocatrophic
I am going to exploit my head listening to the denialists
? Deny snow? It was no longer enough to say that the earth is flat?. Berlanga is God and is from the other side playing with us.",negativo,-0.0499999999999999
9943,9943,Vhakaloura hahahahahahaha leaves your flat head with his titanium arms. I would be careful (and if you want to flirt with her boyfriend you can prepare for running),negativo,-0.0625
9948,9948,"La_ser enhancing the covid, with two ovaries, mother who flat head",negativo,-0.025
9951,9951,A flat belly is only taken for exercise or by joint,negativo,-0.0125
9953,9953,"juanmaikrah guinxu I think Flatworld is a game created to get into the head that the earth is flat, do not download it, very bad ð¡ð¡ð¡ð¡ð¡ð¡ð¡",negativo,-0.445
9957,9957,"Maxbeto gonzalofullu makes me angry to see the video, at  minutes I was driving crazy shouting to Cortez and the coaching staff that they stopped doing that stupidity, AlarcÃ³n was left with a flat head so much head",negativo,-0.2541666666666667
9962,9962,"Box # â£
The Deputy Alfa
The Q run the flat
The deputy of the town
The only one that recognizes a foot -to -to -head",negativo,-0.0125
9965,9965,"The year that has just left , we could call it the year of Desatre, where we crouch our heads before the authorities, where fear was the protagonist with the bug, where our life went before a flat screen and where the future is uncertain, We don't know what will come !!",negativo,-0.0083333333333333
9966,9966,"Juanipross put ""elucubra"". I go crazy, the admiraral TV came to mind  inches flat screen that later connected to the play ",negativo,-0.2083333333333333
9969,9969,"I want to change the head of the people who think that maturing is basically living bitter. Look that I re -stress sometimes, I have bad days, but choose a flat life without fun for ""maturing"" oh god before dead.",negativo,-0.1449999999999999
9971,9971,geovanigaleas is that my estimated does not give their heads ... They have been accustomed for  years for others to do the flat that they can no longer think ... they have brain atrophy ...,negativo,-0.025
9972,9972,"iyarcb pd: Do not have given me a single overwhelming data on the flat earth, only meaningless phrases. Neither feet nor head and empty with pure stuffed random words",negativo,-0.0602678571428571
9975,9975,I ask for recommendations for girls and I hadn't been going through the head that someone was going to understand girls' games and I was going to amend the flat. This site is the cane.,negativo,-0.025
9977,9977,"Xabibenputa if they arrived guided by voices in their head and what they wanted was to look for the grimoles of Soros or the edge of the flat earth, it is not a crime.",negativo,-0.025
9979,9979,"danyhomar the truth that you are wrong with the head. This way of thinking and seeing the world so twisted that they have, everything seems a lie.
People who still think that the Earth is flat and you come with more conspiracy theories created by only one person without foundations.",negativo,-0.1049999999999999
9981,9981,"Isamati hermanntertsch so as not to miss the heads, it seemed to me to treat his head as the rest, so as he has it flat, he will relate it with a roof xq is the upper part of something and Yað¬âºï¸ð¤£ð¤£ https : //t.co/hihnhlpfl",negativo,-0.0125
9988,9988,"nadiamillenium gabyprz reforma, the assholes as you believe that the application of all vaccines will be in charge of the same number of people and this will not progressively increase as the rest of the medical staff is vaccinated.

Poor headplane.",negativo,-0.1333333333333333
9991,9991,"Juanmatgna estruchita reaches you  inches and flat head ... to support the ... well, ahem",negativo,-0.025
9992,9992,"We return with #Cyberpunk.

We go into murky businesses and we will negotiate to get a curious artifact called ""El Cabeplapana""

Let's give him bindings! ð¹ï¸ð®ð¤

ð´InLace Video: https: //t.co/ejjScter

#Ps #gameplay #judyalvarez ",negativo,-0.125
9993,9993,. Flat head nail.,negativo,-0.025
9996,9996,"As they begin to fuippear to reb with Cristina, I put such palazos in the head until you are flat",negativo,-0.0125
9997,9997,"ulls_de_gat are shit those buckets !! They usually come into the void, if you have a flat -headed screwdriver you can try (carefully) put it between the lid and the bucket to try to break the void. There it becomes a little easier
(Yes, I am a man giving instructions that nobody asked me)",negativo,-0.175
9999,9999,"allanldsantos diana_west_ you're going to get sick friend with so much pavada that you write ..
You do believe in conspiracy theories. That the earth is flat. And all those balls .. because you don't write something would be like your president who is wrong with the head",negativo,-0.2598214285714285
10002,10002,"Sergioeg kokito Adelarosa Miseleccionmx Eazcarraga fmf tudnmex televisa Well Jimenez take it if or if unless he himself goes down himself

Bands are Vega/Chucky by left
JimÃ©nez/Henry and Chaquito DC
Right are already Lainez and Corona/Alvarado, depending on TKT

Unless my boat memory fails me, I don't see others
That is why the conspiracy does not fit me",negativo,-0.1139682539682539
10005,10005,". Room  () rarely is so disappointed and boring with a film documentary, the response to the unknown that is The Shining, instead of seeing the differences between book and novel, puts theories of conspiracies of people who do not have Nothing better to do. Avoid ",negativo,-0.27
10008,10008,"Boxeo_mex you have to see if the rematch occurs and as the fight occurs, disqualifying from before is very unfair, in addition Bivol has always been handled without controversy, it is also of molleras plunged the conspiracies not proven, greetings.",negativo,-0.65
10010,10010,"According to belief, this species has as the sole objective to infiltrate humans and dominate them. Basically they are reptiles with humanoids that have the ability to transform into a common human at will. Do you think this possible?",negativo,-0.06
10017,10017,"As a result of Operation Paget (investigation carried out by the British police to clarify and address conspiracy theories), Henri Paul (driver of the Mercedes) was found guilty of homicide due to recklessness.",negativo,-0.2083333333333333
10021,10021,"Dodi's father, Mohamed al-Fayed, even reported in an interview his suspicions about Henri Paul's alleged participation in the incident, since he warned his son to stay at the hotel (where they didn't need anything) instead of move to your apartment. ",negativo,-0.1
10022,10022,"Even friends close to Henri confirm that they did have links with secret services for labor issues, but they did not know that these relationships involved betraying or participating in intelligence operations. And the big sums of money in their bank accounts?",negativo,-0.2
10023,10023,"Richard Tomlinson, an ex-agent of the MI or Secret Intelligence Service, revealed in several interviews that Henri Paul could have been involved with the MI (Secret Intelligence Service) providing information about the movements at the Ritz hotel in exchange for money.",negativo,-0.2666666666666666
10026,10026,ð No more conspiracies! Hitler definitely died in  according to an analysis of his teeth ,negativo,-0.15625
10027,10027,"""This particular stage in my life is the most dangerous - my husband is planning"" an accident ""with my car. A brake failure and a serious head injury to clean the road and marry Tiggy."" (Image of the fragment of the alleged letter written by Diana). ",negativo,-0.0452380952380952
10028,10028,"I was going to ironize that this heat has always existed according to some, but you get into the comments and see accounts responding with conspiracies and you don't know who is worse ð³ ",negativo,-0.4
10030,10030,"The second theory: his constant statements about being a threat to the institution, as expressed in his interview for the BBC in , and the premonitory letter that Diana was allegedly wrote and sent to her ex-Mayordomo, Paul Burrel, informing about a planned accident planned .",negativo,-0.0333333333333333
